City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Luanda,AO,2022-08-02 23:10:52,-8.8368,13.2343,64.9,82,26,9.57
271,Kenai,US,2022-08-02 23:10:52,60.5544,-151.2583,64.02,86,100,8.05
272,Port Pirie,AU,2022-08-02 23:11:52,-33.1833,138.0167,57.79,72,0,15.46
273,Suwalki,PL,2022-08-02 23:11:53,54.1118,22.9309,54.97,86,63,2.21
274,Rabo De Peixe,PT,2022-08-02 23:11:53,37.8,-25.5833,71.11,78,75,4.61
275,Evensk,RU,2022-08-02 23:11:53,61.95,159.2333,53.08,94,100,4.32
276,Presidencia Roque Saenz Pena,AR,2022-08-02 23:11:53,-26.7852,-60.4388,74.05,51,65,5.57
277,Coihaique,CL,2022-08-02 23:11:54,-45.5752,-72.0662,39.81,75,75,4.61
278,Haines Junction,CA,2022-08-02 23:11:54,60.7522,-137.5108,53.02,73,100,4.7
279,Monclova,MX,2022-08-02 23:11:54,26.9,-101.4167,101.05,27,0,12.66
280,Barra Do Garcas,BR,2022-08-02 23:07:59,-15.89,-52.2567,76.32,22,5,1.23
281,La Libertad,EC,2022-08-02 23:11:55,-2.2333,-80.9,69.46,88,75,9.22
282,Comodoro Rivadavia,AR,2022-08-02 23:11:55,-45.8667,-67.5,40.86,56,0,9.22
283,Gustavo Diaz Ordaz,MX,2022-08-02 23:11:55,26.2333,-98.5833,98.49,50,4,22.64
284,Sistranda,NO,2022-08-02 23:11:55,63.7256,8.834,58.96,89,100,9.24
285,Hasaki,JP,2022-08-02 23:11:56,35.7333,140.8333,86.29,85,89,6.89
286,Hualmay,PE,2022-08-02 23:11:56,-11.0964,-77.6139,62.64,79,13,12.8
287,Nemuro,JP,2022-08-02 23:11:56,43.3236,145.575,60.4,94,99,9.35
288,Klaksvik,FO,2022-08-02 23:08:26,62.2266,-6.589,49.12,92,99,16.73
289,Byron Bay,AU,2022-08-02 23:11:57,-28.65,153.6167,63.95,72,91,2.82
290,Alice,US,2022-08-02 23:11:57,27.7523,-98.0697,96.69,46,0,25.32
291,Vostok,RU,2022-08-02 23:11:57,46.4856,135.8833,74.25,72,56,1.12
292,Tuatapere,NZ,2022-08-02 23:11:57,-46.1333,167.6833,48.6,82,85,12.91
293,Waingapu,ID,2022-08-02 23:11:58,-9.6567,120.2641,73.29,79,11,3.71
294,Omboue,GA,2022-08-02 23:11:58,-1.5746,9.2618,72.0,87,83,5.41
295,Mwinilunga,ZM,2022-08-02 23:11:58,-11.7358,24.4293,60.44,46,12,5.17
296,Mabaruma,GY,2022-08-02 23:11:58,8.2,-59.7833,74.44,96,99,3.42
297,Rio Grande,BR,2022-08-02 23:11:59,-32.035,-52.0986,55.94,90,46,7.14
298,Diamantino,BR,2022-08-02 23:11:59,-14.4086,-56.4461,79.03,26,85,4.12
299,Begang,PH,2022-08-02 23:11:59,6.6909,122.0168,78.17,85,94,2.73
300,Inongo,CD,2022-08-02 23:11:59,-1.95,18.2667,71.47,68,49,4.03
301,Moree,AU,2022-08-02 23:10:03,-29.4667,149.85,58.42,57,100,10.51
302,Nizwa,OM,2022-08-02 23:12:00,22.9333,57.5333,88.72,54,24,1.59
303,Outjo,NA,2022-08-02 23:12:00,-20.1167,16.15,43.41,29,30,4.54
304,Arraial Do Cabo,BR,2022-08-02 23:12:00,-22.9661,-42.0278,70.34,87,1,1.28
305,Manyana,BW,2022-08-02 23:12:01,-23.4,21.7167,51.22,19,52,7.23
306,San Pedro,PH,2022-08-02 23:12:01,14.35,121.0167,78.35,91,100,4.25
307,Corpus Christi,US,2022-08-02 23:11:16,27.8006,-97.3964,94.15,63,20,21.85
308,Bundaberg,AU,2022-08-02 23:11:30,-24.85,152.35,63.21,93,38,3.0
309,Skibbereen,IE,2022-08-02 23:12:01,51.55,-9.2667,62.11,90,93,17.16
310,Sioux Lookout,CA,2022-08-02 23:12:02,50.1001,-91.917,80.85,44,92,12.06
311,College,US,2022-08-02 23:08:22,64.8569,-147.8028,68.2,75,75,12.66
312,Navirai,BR,2022-08-02 23:09:27,-23.065,-54.1906,73.78,37,17,6.04
313,Yuzhno-Kurilsk,RU,2022-08-02 23:12:02,44.0306,145.8556,59.02,93,100,8.43
314,Nogliki,RU,2022-08-02 23:12:02,51.8333,143.1667,55.98,94,100,8.63
315,Lazurne,UA,2022-08-02 23:12:03,46.084,32.5295,69.4,78,2,13.29
316,Itaituba,BR,2022-08-02 23:12:03,-4.2761,-55.9836,77.13,80,87,2.53
317,Ilulissat,GL,2022-08-02 23:13:03,69.2167,-51.1,50.02,81,40,4.61
318,Vao,NC,2022-08-02 23:13:04,-22.6667,167.4833,72.79,87,79,13.0
319,Kjopsvik,NO,2022-08-02 23:13:04,68.097,16.3742,51.67,88,89,3.24
320,Mandera,KE,2022-08-02 23:13:04,3.9366,41.867,79.12,53,100,19.48
321,Ostrovnoy,RU,2022-08-02 23:13:04,68.0531,39.5131,53.56,95,7,7.07
322,Mogadishu,SO,2022-08-02 23:13:05,2.0371,45.3438,75.72,81,6,18.43
323,Birao,CF,2022-08-02 23:13:05,10.2849,22.7882,70.95,96,55,4.94
324,Boali,CF,2022-08-02 23:13:05,4.8005,18.1275,69.6,95,48,1.54
325,Iglesias,IT,2022-08-02 23:11:02,39.3114,8.535,77.79,49,13,2.37
326,Bireun,ID,2022-08-02 23:13:05,5.203,96.7009,77.07,78,100,5.23
327,Linfen,CN,2022-08-02 23:13:06,36.0889,111.5189,80.49,65,1,4.76
328,Gejiu,CN,2022-08-02 23:13:06,23.306,103.1635,57.13,95,55,1.81
329,La Paz,BO,2022-08-02 23:13:06,-16.5,-68.15,49.98,49,20,9.22
330,New Waterford,US,2022-08-02 23:13:07,40.8451,-80.6145,81.68,63,37,5.99
331,Ucluelet,CA,2022-08-02 23:13:07,48.9329,-125.5528,62.1,86,89,4.83
332,Ponta Do Sol,PT,2022-08-02 23:13:07,32.6667,-17.1,70.72,82,8,6.4
333,Saldanha,ZA,2022-08-02 23:13:07,-33.0117,17.9442,55.54,91,22,8.59
334,Urucui,BR,2022-08-02 23:11:14,-7.2294,-44.5561,79.07,25,46,6.08
335,Ponta Grossa,BR,2022-08-02 23:13:08,-25.095,-50.1619,61.09,59,0,3.6
336,Bonavista,CA,2022-08-02 23:13:08,48.6499,-53.1147,65.03,76,86,16.26
337,Vila Velha,BR,2022-08-02 23:11:05,-20.3297,-40.2925,73.35,89,20,9.22
338,Sabha,LY,2022-08-02 23:13:08,27.0377,14.4283,86.76,25,3,10.04
339,Rocha,UY,2022-08-02 23:08:58,-34.4833,-54.3333,53.28,99,41,6.35
340,Mandal,IN,2022-08-02 23:13:09,25.45,74.5667,80.2,78,99,5.57
341,Victoria,HK,2022-08-02 23:10:59,22.2855,114.1577,84.38,83,100,3.0
342,Batagay-Alyta,RU,2022-08-02 23:13:09,67.8006,130.4114,47.08,85,100,3.87
343,Tiznit,MA,2022-08-02 23:13:09,29.5833,-9.5,88.36,24,28,3.49
344,Viseu,PT,2022-08-02 23:09:13,40.661,-7.9097,62.85,72,0,1.16
345,Hofn,IS,2022-08-02 23:13:10,64.2539,-15.2082,48.88,74,49,12.37
346,Nuuk,GL,2022-08-02 23:11:31,64.1835,-51.7216,50.61,81,40,5.75
347,Pak Chong,TH,2022-08-02 23:11:48,14.708,101.4161,78.82,92,99,3.36
348,Kanturk,IE,2022-08-02 23:13:10,52.1667,-8.9,62.22,78,88,11.21
349,Turukhansk,RU,2022-08-02 23:13:10,65.8167,87.9833,50.94,68,64,4.61
350,Weihe,CN,2022-08-02 23:13:11,32.9952,105.3247,68.2,97,85,2.24
351,Camocim,BR,2022-08-02 23:13:11,-2.9022,-40.8411,78.42,80,18,15.3
352,Abu Samrah,SY,2022-08-02 23:13:11,35.3029,37.1841,76.86,65,0,8.23
353,Shestakovo,RU,2022-08-02 23:13:11,56.4915,103.96,56.53,95,100,5.68
354,Asyut,EG,2022-08-02 23:10:49,27.181,31.1837,87.08,29,4,11.97
355,Kaeo,NZ,2022-08-02 23:13:12,-35.1,173.7833,59.32,96,100,3.6
356,Koroni,GR,2022-08-02 23:13:12,36.8,21.95,80.08,72,19,8.46
357,Darnah,LY,2022-08-02 23:13:12,32.767,22.6367,78.67,77,0,16.02
358,Norman Wells,CA,2022-08-02 23:13:13,65.282,-126.8329,71.64,51,92,3.22
359,Nouadhibou,MR,2022-08-02 23:13:13,20.931,-17.0347,70.74,88,11,9.78
360,Kungurtug,RU,2022-08-02 23:09:02,50.5994,97.5228,53.78,89,90,2.68
361,Trairi,BR,2022-08-02 23:12:24,-3.2778,-39.2689,78.49,81,18,11.81
362,Rio Brilhante,BR,2022-08-02 23:14:13,-21.8019,-54.5464,76.57,29,1,5.1
363,Port Blair,IN,2022-08-02 23:14:14,11.6667,92.75,78.71,90,100,23.47
364,Jumla,NP,2022-08-02 23:14:14,29.2747,82.1838,62.73,97,99,1.07
365,San Quintin,MX,2022-08-02 23:14:14,30.4833,-115.95,76.75,64,45,14.12
366,Itoman,JP,2022-08-02 23:14:15,26.1247,127.6694,86.77,84,20,3.44
367,Constitucion,CL,2022-08-02 23:14:15,-35.3333,-72.4167,49.62,77,0,9.44
368,Kamoke,PK,2022-08-02 23:14:15,31.9744,74.2244,84.54,73,60,6.76
369,Ereymentau,KZ,2022-08-02 23:14:15,51.6199,73.1033,58.73,72,19,5.77
370,Fairbanks,US,2022-08-02 23:14:08,64.8378,-147.7164,68.22,76,75,12.66
371,Vilaka,LV,2022-08-02 23:14:16,57.1846,27.6722,56.73,93,90,3.11
372,Andrychow,PL,2022-08-02 23:14:16,49.855,19.3383,62.22,87,34,3.78
373,Jinxiang,CN,2022-08-02 23:14:16,27.4327,120.6062,81.25,81,42,1.99
374,Luderitz,NA,2022-08-02 23:14:17,-26.6481,15.1594,53.96,79,1,4.03
375,Gigmoto,PH,2022-08-02 23:14:17,13.7796,124.39,81.32,84,100,1.97
376,Beyneu,KZ,2022-08-02 23:14:17,45.3167,55.2,81.41,30,22,4.32
377,Camana,PE,2022-08-02 23:14:17,-16.6228,-72.7111,60.04,80,5,5.19
378,Okhotsk,RU,2022-08-02 23:14:18,59.3833,143.3,60.15,81,85,4.45
379,Pisco,PE,2022-08-02 23:14:18,-13.7,-76.2167,62.65,72,0,13.8
380,Koson,UZ,2022-08-02 23:14:18,39.0375,65.585,71.92,36,3,4.54
381,Orlik,RU,2022-08-02 23:14:19,52.5178,99.825,56.08,78,38,1.43
382,Pervomayskoye,RU,2022-08-02 23:14:19,43.919,46.7102,72.91,70,74,7.52
383,Arnedo,ES,2022-08-02 23:14:19,42.2167,-2.1,78.3,31,49,2.26
384,Bonthe,SL,2022-08-02 23:14:19,7.5264,-12.505,75.47,81,96,6.26
385,Pachmarhi,IN,2022-08-02 23:14:20,22.4667,78.4333,70.14,89,100,1.16
386,San Martin,AR,2022-08-02 23:14:20,-33.081,-68.4681,56.82,42,0,11.45
387,Sosua,DO,2022-08-02 23:14:20,19.7667,-70.5167,84.18,83,40,13.8
388,Moose Factory,CA,2022-08-02 23:14:20,51.2585,-80.6094,66.36,69,85,3.65
389,Constancia,MX,2022-08-02 23:14:21,24.2231,-107.1869,91.71,52,27,9.53
390,Nadym,RU,2022-08-02 23:14:21,65.5333,72.5167,52.54,74,11,1.79
391,Mapastepec,MX,2022-08-02 23:13:00,15.4333,-92.9,85.86,79,11,4.32
392,Mapiri,BO,2022-08-02 23:14:21,-15.25,-68.1667,71.15,89,93,0.96
393,Cidreira,BR,2022-08-02 23:14:22,-30.1811,-50.2056,60.37,88,43,10.29
394,Belaya Gora,RU,2022-08-02 23:14:22,68.5333,146.4167,52.63,86,100,7.29
395,Lima,PE,2022-08-02 23:13:29,-12.0432,-77.0282,66.9,71,100,14.97
396,Santiago De Cao,PE,2022-08-02 23:14:22,-7.9589,-79.2392,60.93,88,100,13.8
397,Kamenka,RU,2022-08-02 23:14:23,51.3223,42.7678,64.74,58,60,7.4
398,Killybegs,IE,2022-08-02 23:14:23,54.6333,-8.45,58.91,85,67,21.07
399,Bicester,GB,2022-08-02 23:14:23,51.9,-1.1536,69.44,51,40,8.01
400,Anadyr,RU,2022-08-02 23:14:24,64.75,177.4833,66.7,52,0,4.47
401,Lasa,IT,2022-08-02 23:14:24,46.6166,10.7002,65.7,86,72,1.74
402,Resistencia,AR,2022-08-02 23:09:49,-27.4606,-58.9839,77.05,68,63,4.61
403,Tura,IN,2022-08-02 23:14:24,25.5198,90.2201,74.44,93,100,2.98
404,Huddersfield,GB,2022-08-02 23:10:18,53.649,-1.7842,69.62,81,93,13.18
405,Benghazi,LY,2022-08-02 23:13:46,32.1167,20.0667,80.44,69,0,15.03
406,Sisimiut,GL,2022-08-02 23:15:25,66.9395,-53.6735,43.02,94,99,4.88
407,Rawson,AR,2022-08-02 23:15:25,-43.3002,-65.1023,45.5,56,0,9.44
408,Wabash,US,2022-08-02 23:15:25,40.7978,-85.8205,86.54,71,0,5.41
409,Srednebelaya,RU,2022-08-02 23:15:25,50.6594,128.0106,66.58,58,0,3.65
410,Bambanglipuro,ID,2022-08-02 23:15:26,-7.95,110.2833,73.83,94,90,3.33
411,Baoding,CN,2022-08-02 23:11:03,38.8511,115.4903,80.78,78,43,3.71
412,Sergeyevka,KZ,2022-08-02 23:15:26,53.88,67.4158,54.93,84,45,7.43
413,Shakiso,ET,2022-08-02 23:15:26,5.75,38.9167,55.09,97,96,2.59
414,Port Lincoln,AU,2022-08-02 23:11:17,-34.7333,135.8667,54.46,73,0,18.54
415,Karakol,KG,2022-08-02 23:15:27,42.4907,78.3936,58.69,53,100,1.41
416,Barcelos,PT,2022-08-02 23:15:27,41.5388,-8.6151,69.91,91,8,0.18
417,Seminole,US,2022-08-02 23:14:05,28.7086,-81.2081,90.01,77,75,8.05
418,Postojna,SI,2022-08-02 23:15:27,45.7769,14.2167,70.56,84,1,11.01
419,Luwingu,ZM,2022-08-02 23:15:27,-10.2621,29.9271,56.08,67,1,7.58
420,Anchorage,US,2022-08-02 23:13:34,61.2181,-149.9003,62.92,83,100,6.91
421,Kenitra,MA,2022-08-02 23:11:01,34.261,-6.5802,74.16,91,1,11.59
422,Fuyang,CN,2022-08-02 23:15:28,32.9,115.8167,82.24,75,0,4.76
423,Gopalpur,IN,2022-08-02 23:15:28,19.2667,84.9167,82.67,81,88,6.96
424,Kinkala,CG,2022-08-02 23:15:28,-4.3614,14.7644,77.54,54,91,4.25
425,Marzuq,YE,2022-08-02 23:15:29,14.4,46.4667,78.98,53,22,3.27
426,Saint John,CA,2022-08-02 23:14:34,45.2727,-66.0677,67.23,100,100,9.22
427,Suntar,RU,2022-08-02 23:15:29,62.1444,117.6319,65.17,90,81,5.53
428,Gwanda,ZW,2022-08-02 23:15:29,-20.9333,29.0,53.4,92,3,9.57
429,Grand Gaube,MU,2022-08-02 23:15:30,-20.0064,57.6608,68.4,80,0,3.0
430,Dvinskoy,RU,2022-08-02 23:15:30,62.1535,45.1175,58.98,83,100,4.61
431,Yangjiang,CN,2022-08-02 23:15:30,21.85,111.9667,80.04,87,98,4.21
432,Laguna,US,2022-08-02 23:15:30,38.421,-121.4238,105.15,30,0,8.05
433,La Rioja,ES,2022-08-02 23:15:31,42.25,-2.5,71.38,33,59,6.73
434,Bajil,YE,2022-08-02 23:15:31,15.0584,43.2851,84.88,62,26,7.0
435,Camacari,BR,2022-08-02 23:13:05,-12.6975,-38.3242,70.5,81,13,5.32
436,Necochea,AR,2022-08-02 23:15:31,-38.5473,-58.7368,53.02,83,100,6.53
437,Garowe,SO,2022-08-02 23:15:32,8.4054,48.4845,74.16,63,40,29.57
438,Olga,RU,2022-08-02 23:15:32,43.7444,135.2892,73.47,88,96,3.56
439,Flagstaff,US,2022-08-02 23:15:29,35.1981,-111.6513,84.56,27,40,8.05
440,Poykovskiy,RU,2022-08-02 23:15:32,61.2333,73.3333,55.69,93,0,4.47
441,Inhambane,MZ,2022-08-02 23:15:32,-23.865,35.3833,63.0,69,23,4.65
442,Vengurla,IN,2022-08-02 23:15:33,15.8667,73.6333,78.17,87,100,9.64
443,Oistins,BB,2022-08-02 23:15:33,13.0667,-59.5333,82.49,74,20,18.41
444,Manbij,SY,2022-08-02 23:15:33,36.5281,37.9549,78.8,67,0,12.1
445,Saint George,US,2022-08-02 23:13:44,37.1041,-113.5841,100.94,24,0,11.5
446,Barcelona,ES,2022-08-02 23:14:00,41.3888,2.159,84.69,60,0,6.91
447,Marawi,PH,2022-08-02 23:15:34,7.9986,124.2928,70.97,88,70,1.43
448,Mayumba,GA,2022-08-02 23:15:34,-3.432,10.6554,69.76,94,23,8.12
449,Walvis Bay,NA,2022-08-02 23:15:34,-22.9575,14.5053,49.08,87,2,4.61
450,Raudeberg,NO,2022-08-02 23:15:34,61.9875,5.1352,60.87,67,100,17.36
451,Leh,IN,2022-08-02 23:16:35,34.1667,77.5833,59.36,53,8,4.83
452,Manakara,MG,2022-08-02 23:16:35,-22.1333,48.0167,66.79,86,97,6.51
453,Aragarcas,BR,2022-08-02 23:16:35,-15.8975,-52.2508,76.37,22,5,1.21
454,Muravlenko,RU,2022-08-02 23:16:35,63.7898,74.523,54.3,68,42,6.91
455,Severo-Yeniseyskiy,RU,2022-08-02 23:16:36,60.3725,93.0408,46.31,96,100,1.77
456,Aklavik,CA,2022-08-02 23:16:36,68.2191,-135.0107,51.8,76,75,11.5
457,Kununurra,AU,2022-08-02 23:16:36,-15.7667,128.7333,64.38,82,43,0.0
458,Waw,SS,2022-08-02 23:16:37,7.7029,27.9953,69.08,93,37,3.76
459,Mareeba,AU,2022-08-02 23:16:37,-17.0,145.4333,73.44,76,21,4.32
460,Aquiraz,BR,2022-08-02 23:16:37,-3.9014,-38.3911,80.69,84,57,8.46
461,Sunrise Manor,US,2022-08-02 23:15:31,36.2111,-115.0731,104.23,25,0,5.75
462,Port Augusta,AU,2022-08-02 23:16:35,-32.5,137.7667,57.87,76,46,11.03
463,Asau,RO,2022-08-02 23:16:38,46.4333,26.4,60.28,66,1,4.74
464,Dimona,IL,2022-08-02 23:16:38,31.0667,35.0333,77.32,46,2,5.77
465,Majene,ID,2022-08-02 23:16:38,-3.5403,118.9707,76.44,90,50,7.14
466,Peruibe,BR,2022-08-02 23:16:38,-24.32,-46.9983,63.63,95,2,5.14
467,Koslan,RU,2022-08-02 23:16:39,63.4564,48.8989,58.42,77,99,4.52
468,Ahipara,NZ,2022-08-02 23:16:39,-35.1667,173.1667,60.8,74,100,3.85
469,Athabasca,CA,2022-08-02 23:15:59,54.7169,-113.2854,63.01,55,83,4.16
470,Harer,ET,2022-08-02 23:16:39,9.3094,42.1258,59.54,80,85,1.39
471,Maltahohe,NA,2022-08-02 23:16:40,-24.8333,16.9833,47.95,68,0,8.95
472,Mattru,SL,2022-08-02 23:16:40,7.6244,-11.8332,71.06,96,82,1.45
473,Paratebueno,CO,2022-08-02 23:16:40,4.3758,-73.2155,73.72,92,42,2.98
474,Kapit,MY,2022-08-02 23:16:40,2.0167,112.9333,73.71,100,100,1.3
475,Borgosesia,IT,2022-08-02 23:16:41,45.7145,8.2799,74.73,72,91,5.46
476,Labuhan,ID,2022-08-02 23:16:41,-6.8844,112.2051,75.58,90,48,6.58
477,Limon,CR,2022-08-02 23:16:41,10.0,-83.0333,76.89,94,75,0.0
478,Sibolga,ID,2022-08-02 23:16:42,1.7427,98.7792,74.57,90,100,3.49
479,Oxford,GB,2022-08-02 23:13:41,51.7522,-1.256,69.49,83,20,9.22
480,Brownsville,US,2022-08-02 23:16:18,25.9018,-97.4975,95.09,54,0,21.85
481,Bunda,TZ,2022-08-02 23:16:42,-2.05,33.8667,62.98,82,82,2.48
482,Brejo,BR,2022-08-02 23:16:42,-3.6844,-42.7503,75.76,66,14,6.62
483,Sinazongwe,ZM,2022-08-02 23:16:43,-17.2614,27.4618,64.85,64,0,8.75
484,Camacha,PT,2022-08-02 23:16:43,33.0833,-16.3333,67.42,73,75,13.8
485,Lompoc,US,2022-08-02 23:16:43,34.6391,-120.4579,77.85,70,0,14.97
486,Sao Joao Da Barra,BR,2022-08-02 23:16:43,-21.6403,-41.0511,72.34,86,65,11.65
487,Teeli,RU,2022-08-02 23:16:44,51.0333,90.2333,54.93,79,18,1.45
488,Kashi,CN,2022-08-02 23:16:44,39.4547,75.9797,67.21,77,75,13.42
489,Venado Tuerto,AR,2022-08-02 23:16:44,-33.7456,-61.9688,54.77,53,17,7.56
490,Quelimane,MZ,2022-08-02 23:16:45,-17.8786,36.8883,71.55,83,0,2.3
491,Chenzhou,CN,2022-08-02 23:16:45,25.8,113.0333,80.65,78,94,3.18
492,Angoche,MZ,2022-08-02 23:16:45,-16.2325,39.9086,72.05,79,29,8.59
493,Belle Fourche,US,2022-08-02 23:17:45,44.6714,-103.8522,86.32,22,100,15.28
494,Yaan,NG,2022-08-02 23:17:46,7.3833,8.5667,71.53,93,96,3.6
495,Honiara,SB,2022-08-02 23:17:46,-9.4333,159.95,86.45,62,37,9.08
496,Padang,ID,2022-08-02 23:17:46,-0.9492,100.3543,75.49,93,100,4.16
497,Aneho,TG,2022-08-02 23:17:46,6.2333,1.6,74.57,78,97,11.7
498,Corumba,BR,2022-08-02 23:17:32,-19.0092,-57.6533,80.17,29,100,2.17
499,Marrakesh,MA,2022-08-02 23:13:56,31.6315,-8.0083,96.87,23,40,6.91
500,Imbituba,BR,2022-08-02 23:17:47,-28.24,-48.6703,64.09,96,10,5.79
501,Maseru,LS,2022-08-02 23:17:47,-29.3167,27.4833,51.98,64,100,4.05
502,Mingaora,PK,2022-08-02 23:17:47,34.7758,72.3625,69.01,90,99,8.59
503,Safaga,EG,2022-08-02 23:17:48,26.7292,33.9365,89.47,35,22,10.25
504,Rybnaya Sloboda,RU,2022-08-02 23:17:48,55.4613,50.1409,60.98,83,26,5.35
505,Kochubey,RU,2022-08-02 23:17:48,44.3861,46.5825,75.9,68,24,7.11
506,Ambon,ID,2022-08-02 23:17:49,-3.6954,128.1814,75.34,100,40,6.91
507,Holme,DK,2022-08-02 23:17:49,56.1138,10.1725,63.97,94,94,11.77
508,Sotouboua,TG,2022-08-02 23:17:49,8.5667,0.9833,69.15,94,100,3.4
509,West Bay,KY,2022-08-02 23:17:49,19.3667,-81.4167,87.87,77,20,9.22
510,Martyush,RU,2022-08-02 23:17:50,56.4,61.8819,53.24,88,6,6.38
511,Brigantine,US,2022-08-02 23:17:50,39.4101,-74.3646,89.8,63,0,9.22
512,Sinop,TR,2022-08-02 23:13:29,41.7711,34.8709,62.29,89,9,3.49
513,Banda Aceh,ID,2022-08-02 23:17:50,5.5577,95.3222,78.24,76,100,14.34
514,Berea,US,2022-08-02 23:15:00,41.3662,-81.8543,81.39,66,40,6.91
515,Poso,ID,2022-08-02 23:17:50,-1.3959,120.7524,76.91,81,100,5.1
516,Petauke,ZM,2022-08-02 23:17:51,-14.2426,31.3253,60.19,73,80,7.47
517,Birjand,IR,2022-08-02 23:17:51,32.8663,59.2211,70.27,32,0,6.91
518,Hirara,JP,2022-08-02 23:17:51,24.8,125.2833,85.86,84,20,10.36
519,Amudat,UG,2022-08-02 23:17:52,1.95,34.95,62.19,89,61,1.54
520,Bodden Town,KY,2022-08-02 23:17:52,19.2833,-81.25,87.8,72,20,9.22
521,La Ermita,MX,2022-08-02 23:17:52,20.4139,-101.9936,75.87,52,76,2.33
522,Kudahuvadhoo,MV,2022-08-02 23:17:52,2.6708,72.8944,81.07,75,100,18.77
523,Okitipupa,NG,2022-08-02 23:17:53,6.5047,4.7839,70.32,93,64,2.71
524,Krasnyy Kut,RU,2022-08-02 23:17:53,50.95,46.9667,66.49,68,2,7.36
525,Storm Lake,US,2022-08-02 23:17:53,42.6411,-95.2097,94.24,66,0,11.5
526,Hamilton,US,2022-08-02 23:15:11,39.1834,-84.5333,86.25,62,20,9.22
527,Pacifica,US,2022-08-02 23:17:54,37.6138,-122.4869,89.62,79,75,25.32
528,Xiongyue,CN,2022-08-02 23:17:54,40.1774,122.1228,79.83,77,8,5.77
529,Chivasso,IT,2022-08-02 23:17:54,45.1894,7.8872,79.97,65,40,5.75
530,Hovd,MN,2022-08-02 23:15:16,48.0056,91.6419,63.63,43,60,5.86
531,Zhanaozen,KZ,2022-08-02 23:17:54,43.3,52.8,81.63,28,0,11.68
532,Erzin,TR,2022-08-02 23:17:55,36.9559,36.2,77.72,88,52,0.72
533,Goundam,ML,2022-08-02 23:17:55,16.4145,-3.6708,88.61,48,95,10.6
534,Paamiut,GL,2022-08-02 23:17:55,61.994,-49.6678,43.43,90,80,3.47
535,Huancabamba,PE,2022-08-02 23:17:56,-5.2386,-79.4506,62.01,87,67,1.36
536,Salcininkai,LT,2022-08-02 23:17:56,54.3,25.3833,57.29,92,4,4.63
537,Peleduy,RU,2022-08-02 23:17:56,59.6289,112.7406,70.36,68,98,3.18
538,Queenstown,ZA,2022-08-02 23:17:56,-31.8976,26.8753,54.23,60,100,4.25
539,Ishigaki,JP,2022-08-02 23:18:57,24.3448,124.1572,84.33,84,20,6.91
540,Bandipur,NP,2022-08-02 23:18:57,27.9333,84.4167,67.3,95,100,1.81
541,Kubuta,SZ,2022-08-02 23:18:57,-26.8833,31.4833,58.26,94,21,3.11
542,Elko,US,2022-08-02 23:15:58,41.0002,-115.5012,89.74,29,50,11.99
543,Lucapa,AO,2022-08-02 23:18:57,-8.4192,20.7447,79.68,36,100,2.46
